제목,기관명,채용분야,고용형태,학력정보,채용구분,근무지,채용인원,공고기간
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250979,[중앙보훈병원] 기간제 및 업무지원직 직원 공개채용,1675946308.729833,1675868400.0,1676646000.0,한국보훈복지의료공단,서울,"보건.의료,경비.청소,음식서비스,기계,정보통신","무기계약직,비정규직",신입+경력,35,,,,"[공통 자격요건]
- 인사규정 제18조에 정한 결격사유에 해당하지 않는 자
- 성별, 학력 및 전공: 제한 없음
※단, 공고마감일 기준 정년(만60세)에 도달한 자는 지원 불가(청소직무의 경우 만 65세로 상이함)
[개별 자격요건]
- 임상병리사 : (필수) 공고 마감일 기준 임상병리사 면허증 소지자
- 임상심리사
(필수) 공고마감일 기준 정신건강임상심리사 1급 및 임상심리전문가 자격증 소지자(2023년 자격 취득 예정자 포함)
(필수) 석사 학위 소지 후 병원에서 3년 수련자 혹은 수련 예정자
- 치과위생사 : (필수) 공고 마감일 기준 치과위생사 면허증 소지자
- 물리치료사 : (필수) 공고 마감일 기준 물리치료사 면허증 소지자
- 전산 : (필수) 공고 마감일 기준 정보처리기사 자격증 소지자
- 시설(기계) : (필수)공고마감일 기준 에너지관리 기능사 자격증 소지자","「장애인 고용촉진 및 직업재활법」 에 따른 장애인 우대, 「국가유공자 등 예우 및 지원에 관한 법률」 등 각종 보훈 관련 법령에 따른 취업지원대상자 우대 ※합격인원의 30% 범위 내 적용",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250964,[한국수자원공사] 수도권지역협력단 현대화사업 특수직(기술관리_건설사업) 채용공고(1차),1675946312.577051,1675868400.0,1676559600.0,한국수자원공사,경기,"사업관리,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,신입+경력,2,,,,"□ 연령, 성별, 학력 제한 없음
□ 남자의 경우 병역필 또는 면제자(병역특례 근무중인 자 제외)
□ 우리 공사 인사규정에 의한 결격사유가 없는 자
□ 채용예정일부터 현업 전일근무가 가능한 자","취업지원대상자(해당 법률에 따라 적용), 장애인, 건설기술 관련학과",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250960,한전KDN(주) 제주사업처 배전분야 비정규직 모집공고,1675946320.3183382,1675868400.0,1677078000.0,한전KDN,제주,"전기.전자,정보통신",비정규직,신입+경력,5,,,,"1. KDN전공
가. 전주에 승주하여 공사 또는 공가조사와 관련한 제반 업무 수행이 가능한 자
나. 배전전기원, 기능사(전기, 통신 분야), 정보통신·전기공사 기술자 경력수첩(초급 이상) 자격증 중 1개 이상 보유자 또는 배전, AMI, 통신분야 현장에서 100일이상 근무한 자
다. 고소작업차량의 조정은 국가기술자격법에 따른 기중기운전기능사 자격을 취득하거나 한국산업안전보건공단에서 시행하는 해당장비에 대한 소정의 교육과정을 수료한 자(해당교육 이수 확인서 구비 필수)

2. KDN조공
가. 해당분야 현장의 시공과 관련한 단순작업, 자재의 운반, 교통통제, 작업준비 등 보조업무 등 수행이 가능한 자
나. 배전주 승주없이 단말장치 시공업무 수행이 가능한 자

3. 현장보조원
가. 현장관리 부대 업무(현장 자재의 관리 및 조달, 일일시공실적관리, 현장대리인의 지시사항 이행 등) 수행이 가능한 자
나. OA관련 자격증 및 운전면허증 보유자는 작업원 등록심사 시 자격증 보유 점수 인정가능
다. ICT 분야 실무경력 보유자는 작업원 등록심사 시 경력 인정가능","배전공가 시설내역 조사업무 경력자, 고소차량 보유자(자동차보험, 유효한 검사필증 必), 운전면허 소지자(1종보통), 1.2톤 고소작업차 운행 가능자, 전기, 통신분야 현장업무 유경험자(100일 이상), 엑셀 활용 가능한 자",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250955,한전KDN 강남지사 배전자동화분야 비정규직 모집 공고,1675946323.6978838,1675868400.0,1677078000.0,한전KDN,서울,"전기.전자,정보통신",비정규직,신입+경력,1,,,,"KDN조공
- 해당분야 현장의 시공과 관련한 단순작업, 자재의 운반, 교통통제, 작업준비 등 보조 업무수행이 가능한 자
- 배전주 승주없이 단말장치 시공업무 수행이 가능한 자

병역 : 병역법 제 76조에서 정한 병역의무 불이행 사실이 없는 자
자격 : 건설업 기초 안전보건교육 이수자 또는 이수 가능자(계약시 증빙)
기타 : 당사 인사규정 2.1.4(채용결격사유)에 해당하지 않는 자(붙임1 참조)
주민등록상 주소지가 서울특별시 또는 경기도 인 자
","전기, 통신분야 현장업무 유경험자(100일 이상)",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250918,한전KDN 목포지사 AMI분야 비정규직 모집공고,1675946327.0466921,1675868400.0,1677078000.0,한전KDN,전남,"전기.전자,정보통신",비정규직,신입+경력,5,,,,"- 건설업 기초 안전보건교육 이수자 또는 이수 가능자(계약시 증빙)
- 주민등록상 주소지가 광주/전남지역인 자
- 해당분야 현장의 시공과 관련한 단순작업, 자재의 운반, 교통통제, 작업준비 등 보조 업무 수행이 가능한 자
- 배전주 승주없이 단말장치 시공업무 수행이 가능한 자
- 당사 인사규정2.1.4(채용결격사유)에 해당하지 않는자","AMI 유경험자, 운전 능숙한자, 엑셀, 한글 능숙한자",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250909,한전KDN 경남사업처 배전자동화 일용근로자 채용공고,1675946330.3785348,1675868400.0,1677078000.0,한전KDN,경남,"전기.전자,정보통신",비정규직,신입+경력,2,,,,"- 자동차 운전 면허증 소지자(1종보통 이상)
- 배전분야 현장 시공과 관련한 단순작업, 자재운반, 교통통제, 작업준비 등 보조업무 수행이 가능한 자",- 관련 자격증 보유자,,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250898,한전KDN 경남사업처 재생에너지분야 일용근로자 채용공고,1675946333.803633,1675868400.0,1677078000.0,한전KDN,경남,"전기.전자,정보통신",비정규직,경력,2,,,,"- 전기, 통신 분야 경력자","- 전기, 통신분야 자격증 소지자",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250801,2023년 신입직원 및 경력직원 채용 공고,1675946362.644395,1675782000.0,1676991600.0,한국산업단지공단,"서울,인천,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북","사업관리,경영.회계.사무,문화.예술.디자인.방송,화학,정보통신,환경.에너지.안전",정규직,신입+경력,22,,,,"□ 공통 지원자격
ㅇ 국가공무원법 제33조 및 공단 인사규정 제9조(붙임1)의 채용 결격사유에 해당되지 않는 자
ㅇ 채용일(`23년 4월 17일)부터 즉시 근무가 가능한 자
ㅇ 병역사항 : 병역필 또는 면제자
- 채용일(`23.4.17) 이전 전역(소집해제) 예정자인 경우 지원 가능
ㅇ 지원연령 : 제한 없음(단, 공단 인사규정에 따라 공고일 기준 만 60세 이상은 지원불가)
ㅇ 대한민국 국적 소지자

□ 신입직원 지원자격
ㅇ 공통
- 학력사항 : 제한 없음
ㅇ 이전지역-공통
- 「이전 지역인재 채용목표제 운영지침」에 따른 이전지역(대구·경북) 학교를 최종적으로 졸업하였거나 졸업예정인 자
ㅇ 이전지역-기록물관리
- ‘기록물관리’ 분야 지원시 ‘공공기록물 관리에 관한 법률 시행령 제78조 제1항에 따른 기록물관리 전문요원 자격 소지자’(공고일 기준)

□ 경력직원 지원자격
ㅇ 회계사
- 학력사항 : 제한 없음
- 한국공인회계사회에 등록된 공인회계사(KICPA)
- 공인회계사 자격증 취득 후 회계업무 연관 분야(공공,민간)에서 근무경력 2년 이상인 자(수습기간 제외)
ㅇ 세무사
- 학력사항 : 제한 없음
- 세무사법 제3조에 따른 세무사 자격증 소지자
- 세무사 자격증 취득 후 세무업무 연관 분야(공공,민간)에서 근무경력 2년 이상인 자(수습기간 제외)
ㅇ 산업진흥연구
-관련분야1) 석사학위 취득 후 근무경력2) 2년 이상인 자
1) 부동산, 지리, 도시계획, 지역개발, 경제 관련 전공
2) 관련분야의 연구개발, 사업기획, 사업운영, 과제관리 경력","취업지원 대상자, 장애인, 국민기초생활수급자, 한부모가족, 북한이탈주민, 다문화가족, 경력단절여성, 청년인턴 * 보다 자세한 사항은 채용 공고문 참조",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250816,한전KDN(주) 인천사업처 배전자동화분야 작업원 모집공고,1675946366.190745,1675782000.0,1676991600.0,한전KDN,인천,정보통신,비정규직,경력,1,,,,"- 배전자동화분야 경력자
- 운전면허증 소지자

*기타 세부 지원자격 모집공고 참고","- 컴퓨터관련 자격증 소지자(EXCEL, 한글 등)",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250817,한전KDN(주) 경북사업처 배전자동화 분야 일용근로자 모집공고,1675946369.731885,1675782000.0,1676991600.0,한전KDN,경북,"전기.전자,정보통신",비정규직,신입+경력,2,,,,"- 병역법 제76조에서 정한 병역의무 불이행 사실이 없는 자
- 23년 3월부터 근무 가능한 자
- 해당분야 현장의 시공과 관련한 단순작업, 자재의 운반, 교통통제, 작업준비 등 보조 업무 수행이 가능한 자
- 배전주 승주없이 단말장치 시공업무 수행이 가능한 자","- 배전분야 경력자 또는 관련 자격증 소지자 우대: 배전전기원, 기능사(전기, 통신 분야), 정보통신·전기공사 기술자 경력수첩(초급 이상) 자격증, - 운전면허증(1종 보통) 소지자 및 본인 차량 소유자 우대",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250865,대전충청지사 기간제계약직(육아휴직 대체인력) 채용공고,1675946377.743602,1675782000.0,1676991600.0,(주)한국가스기술공사,대전,"건설,기계,재료,화학,전기.전자,정보통신,환경.에너지.안전",비정규직,신입+경력,1,,,,"○ 성별, 연령, 학력, 전공 제한 없음(남자의 경우 군필자 또는 면제자)
○ 우리공사 「인사규정」등에 의한 채용 결격 및 제한사유가 없는 자
○ 운전면허 1종 보통 이상 소지자",육아휴직 대체인력(기간제계약직) : 장애인 및 경력단절여성 등 *세부내용은 채용공고문 참조,,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250878,[한국수자원공사] 제주지역협력본부 특수직(기술관리_건설사업) 채용 공고,1675946381.1841202,1675782000.0,1676473200.0,한국수자원공사,제주,"건설,기계,전기.전자,정보통신",비정규직,신입+경력,2,,,,"□ 연령, 성별, 학력 제한없음
□ 남자의 경우 병역필 또는 면제자(병역특례 근무중인 자 제외)
□ 우리 공사 인사규정에 의한 결격사유가 없는 자
□ 채용예정일부터 현업 전일근무가 가능한 자","취업지원대상자(관계법령에 따라), 장애인",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250882,2023년 1차 위촉연구원 공개채용,1675946384.892075,1675782000.0,1676991600.0,한국전자통신연구원,"대전,경기","경영.회계.사무,보건.의료,화학,전기.전자,정보통신,환경.에너지.안전,연구",비정규직,신입+경력,26,,,,○ 임용예정일(2023.04.15.) 기준으로 석·박사학위과정에 재학(휴학 포함) 하고 있거나 수료등록생(학위과정을 수료한 학생 중 학교의 연구생으로 등록하여 학교의 학적시스템에 의해 관리되는 자)인 자로 연구수행이 가능한 자,"취업지원대상자(보훈), 장애인",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250883,2023년 1차 박사후연수연구원 공개채용,1675946388.471606,1675782000.0,1676991600.0,한국전자통신연구원,"대전,대구","경영.회계.사무,보건.의료,화학,전기.전자,정보통신,환경.에너지.안전,연구",비정규직,신입+경력,47,,,,"○ 임용예정일(2023.4.22.) 기준으로, 3개월 이내에 박사학위 취득예정자 또는 박사학위 취득 후 5년이 경과되지 아니한 자로서 박사 후 연수를 위하여 전문분야에 대한 연구수행 이 가능하고 본업이 없는 자
※ 박사학위 수료자 지원 불가,전문연구요원으로 복무 중인 경우, 병역법 및 동법 시행령에 따라 전직요건을 갖춘 자 지원가능 (단, 전문연구요원 복무만료일이 연수종료일 이내이어야 함)","취업지원대상자(보훈), 장애인",,,
Job Alio,https://job.alio.go.kr/recruitview.do?idx=250887,[제2023-1호] 수자원환경산업진흥 신규인력 채용 공고,1675946413.4553258,1675782000.0,1676905200.0,수자원환경산업진흥(주),"인천,부산,경기,충남","경영.회계.사무,문화.예술.디자인.방송,경비.청소,이용.숙박.여행.오락.스포츠,건설,정보통신","정규직,무기계약직",신입+경력,15,,,,"1. 일반직(6급, 경력) : 마리나사업부(마리나시설 운영관리)
(지원자격)
- 성별, 학력, 지역 등 제한없음(연령은 당사 정년에 따른 만60세 미만인 자)
- 경력 : 마리나 운영관리 업무경력(만 2년 이상)
* 수상, 육상계류시설 및 요트크레인을 갖춘 곳에 한함

2. 일반직(6급, 경력) : 경영전략부(전산)
(지원자격)
- 성별, 학력, 지역 등 제한없음(연령은 당사 정년에 따른 만60세 미만인 자)
- 경력 : 관련분야 업무경력(만 2년 이상)

3. 실무직(신입) : 관광사업부(관광인프라)
(지원자격)
- 성별, 학력, 지역 등 제한없음(연령은 당사 정년에 따른 만60세 미만인 자)

4. 실무직(신입) : 금강문화관(문화안내사)
(지원자격)
- 성별, 학력, 지역 등 제한없음(연령은 당사 정년에 따른 만60세 미만인 자)

5. 실무직(신입) : 한강문화관(문화안내사)
(지원자격)
- 성별, 학력, 지역 등 제한없음(연령은 당사 정년에 따른 만60세 미만인 자)

6. 실무직(신입) : 낙동강문화관(문화안내사)
(지원자격)
- 성별, 학력, 지역 등 제한없음(연령은 당사 정년에 따른 만60세 미만인 자)

7. 공무직(신입) : 시설안전관리부(항만구간 시설보수)
(지원자격)
- 성별, 학력, 지역 등 제한없음(연령은 당사 정년에 따른 만60세 미만인 자)

8. 특수직(신입) : 관광사업부(서해5도 복합문화센터 환경미화)
(지원자격)
- 성별, 학력, 지역 등 제한없음
- 연령은 만 55세 이상 당사 정년에 따른 만 65세 미만인 자

9. 특수직(신입) : 시설안전관리부(항만구간 시설보수)
(지원자격)
- 성별, 학력, 지역 등 제한없음
- 연령은 만 55세 이상 당사 정년에 따른 만 65세 미만인 자

10. 특수직(신입) : 시설안전관리부(항만구간 환경미화)
(지원자격)
- 성별, 학력, 지역 등 제한없음
- 연령은 만 55세 이상 당사 정년에 따른 만 65세 미만인 자

11. 특수직(신입) : 시설안전관리부(아라뱃길 환경미화)
(지원자격)
- 성별, 학력, 지역 등 제한없음
- 연령은 만 55세 이상 당사 정년에 따른 만 65세 미만인 자","국가유공자 등 관련법에 따른 취업보호(지원)대상자, 장애인 고용촉진 및 직업재활법에 의한 장애대상자",,,
