제목,기관명,채용분야,고용형태,학력정보,채용구분,근무지,채용인원,공고기간
2022년 하반기 시설운영직 신입사원 고졸(보훈) 공개채용,한국수자원공사,"사업관리,건설,기계,화학,전기.전자,정보통신,환경.에너지.안전",정규직,고졸,신입,"인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북,제주,세종",15,22.08.08 ~ 22.08.22
[한국수자원공사] 정읍권지사 특수직(수탁운영_지방상수도 시설관리) 채용 공고,한국수자원공사,"건설,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,전북,1,22.08.08 ~ 22.08.16
2022년 하반기 운영직 신입사원 고졸(장애인) 공개채용,한국수자원공사,"사업관리,건설,기계,전기.전자,정보통신,환경.에너지.안전",정규직,고졸,신입,"인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북,제주,세종",15,22.08.08 ~ 22.08.22
2022년 하반기 시설운영직 신입사원 고졸(일반) 공개채용,한국수자원공사,"사업관리,건설,기계,전기.전자,정보통신,환경.에너지.안전",정규직,고졸,신입,"인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북,제주,세종",40,22.08.08 ~ 22.08.22
2022년 하반기 일반직 신입사원 장애인 공개채용,한국수자원공사,"사업관리,건설,기계,전기.전자,정보통신,환경.에너지.안전",정규직,학력무관,신입,"인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북,제주,세종,해외",20,22.08.08 ~ 22.08.22
[한국산업기술진흥원] 2022년 한국산업기술진흥원 PD(디지털전환) 공개채용 공고,한국산업기술진흥원,"사업관리,기계,전기.전자,정보통신",비정규직,"대졸(4년),석사,박사",신입,서울,1,22.08.05 ~ 22.08.19
서울대학교치과병원 기간제근무자 채용 공고,서울대학교치과병원,"보건.의료,정보통신,연구",비정규직,학력무관,신입+경력,서울,4,22.08.05 ~ 22.08.19
[한국수자원공사] 경남서부권지사 특수직(지방상수도 시설운영) 채용 공고,한국수자원공사,"건설,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,경남,1,22.08.04 ~ 22.08.11
한전KDN(주) 부산울산경남지역본부 직할 배전사업팀 배전자동화 단순정비 아르바이트 채용,한전KDN,정보통신,비정규직,학력무관,신입+경력,부산,1,22.08.04 ~ 22.08.18
2022년 한국농업기술진흥원 제2차 전문계약직 채용(제한경쟁),한국농업기술진흥원,"사업관리,경영.회계.사무,기계,전기.전자,정보통신,농림어업",비정규직,박사,신입+경력,전북,2,22.08.04 ~ 22.08.18
2022년도 하반기 한국인터넷진흥원 공무직(민원분야-전화상담) 장애인 제한경쟁 채용,한국인터넷진흥원,정보통신,정규직,학력무관,신입+경력,전남,3,22.08.03 ~ 22.08.18
2022년도 하반기 한국인터넷진흥원 체험형 청년인턴 채용,한국인터넷진흥원,"경영.회계.사무,정보통신",청년인턴(체험형),학력무관,신입+경력,"서울,전남",30,22.08.03 ~ 22.08.18
2022년도 하반기 한국인터넷진흥원 체험형 청년인턴(장애인 제한경쟁) 채용,한국인터넷진흥원,"경영.회계.사무,정보통신",청년인턴(체험형),학력무관,신입+경력,"서울,전남",20,22.08.03 ~ 22.08.18
"[본부] 전문계약직 다급(경찰청 교통단속관리시스템 운영,관리) 채용 공고",도로교통공단,정보통신,비정규직,학력무관,경력,서울,1,22.08.03 ~ 22.08.12
[한국수자원공사] 제주지역협력본부 특수직(기술관리_건설사업) 채용 공고,한국수자원공사,"건설,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,제주,1,22.08.03 ~ 22.08.11
한전KDN 충북사업처 제천지사 배전공가 및 DAS공사 현장작업원 채용 공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,충북,3,22.08.03 ~ 22.08.09
2022년도 2차 한국조폐공사 사회형평적 체험형인턴(장애인) 채용 공고,한국조폐공사,"경영.회계.사무,문화.예술.디자인.방송,정보통신",청년인턴(체험형),학력무관,신입,대전,3,22.08.02 ~ 22.08.16
"2022년 정보통신기획평가원 직원채용(정규직(장애, 보훈 취업지원), 변호사)",정보통신기획평가원,"사업관리,경영.회계.사무,교육.자연.사회과학,전기.전자,정보통신,연구","정규직,비정규직",학력무관,신입+경력,대전,5,22.08.01 ~ 22.08.22
한국자활복지개발원 2022년 직원(7차) 및 청년인턴(체험형) 채용 공고,재단법인 한국자활복지개발원,"사업관리,경영.회계.사무,사회복지.종교,정보통신","비정규직,청년인턴(체험형)",학력무관,신입+경력,"서울,충북",6,22.08.01 ~ 22.08.15
[한국수자원공사] 나주수도지사 특수직(수탁운영_지방상수도 시설운영) 채용 공고,한국수자원공사,"기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,전남,1,22.08.01 ~ 22.08.09
[한국수자원공사] 전남지역협력단 해남현대화사업소 특수직(기술관리_건설사업) 채용 공고,한국수자원공사,"건설,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,전남,1,22.08.01 ~ 22.08.08
[한국수자원공사] 전남지역협력단 보성현대화사업소 특수직(기술관리_건설사업) 채용 공고,한국수자원공사,"건설,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,전남,1,22.08.01 ~ 22.08.08
KAIST 인공지능 공정성 연구센터 비전임직교원(연구교원) 채용 공고,한국과학기술원,"전기.전자,정보통신,연구",비정규직,박사,신입+경력,대전,2,22.08.01 ~ 22.08.16
[한국수자원공사] 전남지역협력단 곡성현대화사업소 특수직(기술관리_건설사업) 채용 공고,한국수자원공사,"건설,기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,전남,1,22.08.01 ~ 22.08.08
2022년 한국데이터산업진흥원 제3차 직원 채용 공고,한국데이터산업진흥원,"사업관리,경영.회계.사무,정보통신","무기계약직,비정규직",학력무관,신입+경력,서울,7,22.08.01 ~ 22.08.16
한전KDN(주) 경남사업처 배전공가 일용원 채용,한전KDN,"전기.전자,정보통신",비정규직,학력무관,신입+경력,경남,1,22.07.30 ~ 22.08.07
한전KDN(주) 대구경북지역본부 직할 포항지사 AMI통신망 보강공사 작업원 채용 공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,경북,9,22.07.29 ~ 22.08.07
"한국의약품안전관리원 2022년 8차 직원 채용(정규직, 무기계약직, 계약직)",한국의약품안전관리원,"사업관리,경영.회계.사무,교육.자연.사회과학,보건.의료,전기.전자,정보통신","정규직,무기계약직,비정규직","고졸,대졸(2~3년),대졸(4년)",신입+경력,경기,39,22.07.29 ~ 22.08.16
한전KDN(주) 부산울산경남지역본부 직할 울산지사 저압AMI통신망 보강공사 작업원 채용 공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,울산,6,22.07.29 ~ 22.08.15
2022년 제2차 국립생태원 신규직원 채용 공고,국립생태원,"경영.회계.사무,문화.예술.디자인.방송,운전.운송,경비.청소,음식서비스,기계,전기.전자,정보통신,환경.에너지.안전,농림어업,연구","정규직,무기계약직",학력무관,신입+경력,"충남,경북,경남",31,22.07.29 ~ 22.08.16
[한국수자원공사] 부산울산경남지역협력본부 김해현대화 특수직(기술관리_건설사업) 채용 공고,한국수자원공사,"건설,기계,전기.전자,정보통신",비정규직,학력무관,신입+경력,경남,1,22.07.29 ~ 22.08.09
(22-0-10) KPS사업본부 특수사업직 채용,한국항공우주연구원,"사업관리,경영.회계.사무,교육.자연.사회과학,기계,전기.전자,정보통신,연구",비정규직,"학력무관,중졸이하,고졸,대졸(2~3년),대졸(4년),석사,박사",신입+경력,대전,27,22.07.28 ~ 22.08.12
2022년도 하반기 교통직(무기계약직) 공개채용 공고,도로교통공단,"경영.회계.사무,운전.운송,정보통신,환경.에너지.안전",무기계약직,학력무관,신입,"서울,인천,대구,부산,광주,경기,강원,충남,충북,경북,경남,전남,전북,제주",52,22.07.28 ~ 22.08.11
[데이터융합처] 전문계약직 채용 공고,도로교통공단,정보통신,비정규직,"학력무관,대졸(2~3년),대졸(4년),석사,박사",경력,강원,1,22.07.28 ~ 22.08.10
(22-0-9) 2022년 3분기 2차 별정직(유기계약직) 채용,한국항공우주연구원,"사업관리,경영.회계.사무,건설,전기.전자,정보통신,환경.에너지.안전,연구",비정규직,"학력무관,중졸이하,고졸,대졸(2~3년),대졸(4년),석사,박사",신입+경력,"대전,전남",6,22.07.28 ~ 22.08.12
한전KDN(주) 22년도 하반기 OPGW분야 현장근로자(일용) 모집공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,"서울,인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북,제주,세종",12,22.07.27 ~ 22.08.10
(22-0-8) SBAS사업단 특수사업직 채용,한국항공우주연구원,"사업관리,전기.전자,정보통신,연구",비정규직,"대졸(4년),석사,박사",신입+경력,"대전,충북",4,22.07.27 ~ 22.08.11
한전KDN(주) 부산울산경남지역본부 직할 미터링사업팀 2022년 저압AMI 통신망 보강공사 작업원 채용공고,한전KDN,정보통신,비정규직,학력무관,신입+경력,부산,20,22.07.27 ~ 22.08.10
[한국수자원공사] 광주수도지사 특수직(수탁운영_지방상수도 시설운영) 채용 공고,한국수자원공사,"기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,경기,2,22.07.27 ~ 22.08.05
2022년도 한국원자력통제기술원 정규직 채용,한국원자력통제기술원,"사업관리,경영.회계.사무,금융.보험,교육.자연.사회과학,법률.경찰.소방.교도.국방,운전.운송,건설,기계,재료,화학,전기.전자,정보통신,환경.에너지.안전,연구",정규직,"대졸(4년),석사,박사",신입+경력,대전,6,22.07.27 ~ 22.09.13
2022년 1차 초빙연구원 공개채용,한국전자통신연구원,"전기.전자,정보통신,연구",비정규직,학력무관,신입+경력,경기,3,22.07.27 ~ 22.08.10
한국동서발전(주) 2022년도 하반기 체험형 인턴 선발,한국동서발전(주),"경영.회계.사무,기계,화학,전기.전자,정보통신,환경.에너지.안전",청년인턴(체험형),학력무관,신입,"대전,울산,경기,강원,충남,충북,전남",90,22.07.26 ~ 22.08.10
한전KDN(주) 경북사업처 배전사업팀 일용근로자 채용 공고,한전KDN,"전기.전자,정보통신",비정규직,학력무관,신입+경력,경북,1,22.07.26 ~ 22.08.09
KAIST IT융합연구소 위촉연구원(SW-백엔드/공간정보) 모집 공고,한국과학기술원,"전기.전자,정보통신",비정규직,"석사,박사",신입+경력,대전,2,22.07.26 ~ 22.08.11
"한국장애인고용공단 특정업무직(콜센터상담원, 전산관리원) 채용공고",한국장애인고용공단,"경영.회계.사무,사회복지.종교,정보통신","무기계약직,청년인턴(채용형)",학력무관,신입+경력,경기,2,22.07.26 ~ 22.08.02
[중앙보훈병원] 기간제(보건직·기술직)·업무지원직 직원 공개채용,한국보훈복지의료공단,"사업관리,보건.의료,경비.청소,음식서비스,정보통신","무기계약직,비정규직",학력무관,신입+경력,서울,17,22.07.26 ~ 22.08.04
[한국수자원공사] 청송권지사 및 봉화수도관리단 실무직(수탁운영_지방상수도시설운영) 채용 공고(지역제한채용),한국수자원공사,"건설,기계,재료,화학,정보통신,환경.에너지.안전",무기계약직,학력무관,신입+경력,경북,3,22.07.26 ~ 22.08.02
[한국수자원공사] 청송권지사 실무직(수탁운영_하수도 시설운영) 채용 공고(지역제한채용),한국수자원공사,"건설,기계,재료,화학,전기.전자,정보통신,환경.에너지.안전",무기계약직,학력무관,신입+경력,경북,1,22.07.26 ~ 22.08.02
[한국수자원공사] 울산권지사 및 경남서부권지사 실무직(배출수 설비운영) 채용 공고(장애인 제한채용),한국수자원공사,"기계,전기.전자,정보통신,환경.에너지.안전",무기계약직,학력무관,신입+경력,경남,3,22.07.26 ~ 22.08.02
한국사회보장정보원 2022년도 제3차 직원 채용공고,한국사회보장정보원,"사업관리,경영.회계.사무,보건.의료,사회복지.종교,정보통신","정규직,무기계약직,비정규직,청년인턴(체험형)","학력무관,고졸,대졸(2~3년),대졸(4년),석사,박사",신입,서울,49,22.07.25 ~ 22.08.11
[한국수자원공사] 파주수도지사 특수직(수탁운영_지방상수도 시설운영) 채용 공고,한국수자원공사,"기계,전기.전자,정보통신,환경.에너지.안전",비정규직,학력무관,신입+경력,경기,1,22.07.25 ~ 22.08.02
인천국제공항공사 2022년 하반기 체험형 인턴 채용 공고,인천국제공항공사,"경영.회계.사무,법률.경찰.소방.교도.국방,운전.운송,건설,기계,전기.전자,정보통신,환경.에너지.안전",청년인턴(체험형),학력무관,신입,인천,80,22.07.25 ~ 22.08.08
한전KDN(주)강원사업처 강릉지사 저압AMI 통신망 시설공사 일용근로자 채용,한전KDN,정보통신,비정규직,학력무관,신입+경력,강원,16,22.07.25 ~ 22.08.08
[한국수자원공사] 동화권지사 실무직(기술관리_배출수 설비운영) 채용 공고(장애인 제한채용),한국수자원공사,"기계,전기.전자,정보통신,환경.에너지.안전",무기계약직,학력무관,신입+경력,전북,1,22.07.22 ~ 22.08.02
한국산업인력공단 일반직6급 신규직원 채용공고,한국산업인력공단,"경영.회계.사무,문화.예술.디자인.방송,정보통신",정규직,"학력무관,고졸,대졸(2~3년),대졸(4년),석사",신입,"서울,인천,대전,대구,부산,광주,울산,경기,강원,충남,충북,경북,경남,전남,전북,제주,세종",95,22.07.22 ~ 22.08.05
